År;Mått;Region;Kön;Ålder;Antibiotika;J01CA04 Amoxicillin;J01CA08 Pivmecillinam;J01CE02 Fenoximetylpenicillin;J01CR02 Amoxicillin och betalaktamashämmare;J01DB Cefalosporiner, första generationen;J01DC Cefalosporiner, andra generationen;J01DD Cefalosporiner, tredje generationen;J01EA01 Trimetoprim;J01FA Makrolider;J01MA02 Ciprofloxacin;J01MA06 Norfloxacin;J01XE01 Nitrofurantoin
2017;Recept/1000 invånare;Norrbottens län;Män;75­79;480,42;36,43;21,62;61,17;25,33;5,45;0,00;0,19;8,96;6,04;88,84;0,00;17,73
2017;Recept/1000 invånare;Norrbottens län;Män;80­84;503,74;29,35;34,06;51,79;20,49;8,03;0,28;0,00;15,23;9,14;104,40;0,00;24,37
2017;Recept/1000 invånare;Norrbottens län;Män;85+;751,48;47,09;65,29;72,02;27,31;9,89;0,00;0,40;37,20;13,06;167,00;0,79;37,99
2017;Recept/1000 invånare;Norrbottens län;Män;0­85+;226,42;11,21;6,18;60,81;8,86;2,69;0,01;0,15;2,76;5,82;26,02;0,07;4,94
2016;Recept/1000 invånare;Riket;Män;0­4;379,18;51,13;0,03;234,20;14,13;16,42;0,00;4,34;5,14;13,59;0,80;0,00;2,61
2016;Recept/1000 invånare;Riket;Män;5­9;256,69;18,08;0,61;165,24;7,44;11,76;0,00;1,41;1,18;9,43;1,05;0,00;1,12
2016;Recept/1000 invånare;Riket;Män;10­14;145,64;5,89;0,70;80,35;3,89;5,30;0,02;0,59;0,50;6,94;1,57;0,01;0,87
2016;Recept/1000 invånare;Riket;Män;15­19;186,74;5,21;0,99;65,08;3,22;3,46;0,01;0,63;0,32;8,71;4,74;0,01;1,02
2016;Recept/1000 invånare;Riket;Män;20­24;149,37;4,36;1,48;52,90;2,26;2,57;0,01;0,26;0,25;7,42;7,76;0,02;1,15
2016;Recept/1000 invånare;Riket;Män;25­29;143,89;4,62;1,61;52,54;2,44;2,04;0,00;0,24;0,41;6,71;10,34;0,03;1,16
2016;Recept/1000 invånare;Riket;Män;30­34;157,81;6,10;1,90;63,66;2,95;2,48;0,00;0,26;0,34;6,27;12,00;0,02;1,60
2016;Recept/1000 invånare;Riket;Män;35­39;175,14;7,36;1,94;70,82;3,55;2,81;0,00;0,33;0,44;6,95;13,83;0,03;1,83
2016;Recept/1000 invånare;Riket;Män;40­44;180,50;8,35;2,35;67,23;4,24;2,59;0,00;0,39;0,53;5,81;16,63;0,06;2,13
2016;Recept/1000 invånare;Riket;Män;45­49;186,54;9,13;2,79;61,39;4,59;2,85;0,00;0,48;1,18;5,69;19,55;0,09;2,36
2016;Recept/1000 invånare;Riket;Män;50­54;212,75;12,00;3,77;62,37;5,31;3,04;0,00;0,74;1,38;6,03;25,51;0,17;3,22
2016;Recept/1000 invånare;Riket;Män;55­59;241,45;14,87;4,90;66,45;5,50;3,64;0,00;0,72;1,70;6,58;31,06;0,21;4,54
2016;Recept/1000 invånare;Riket;Män;60­64;291,92;19,57;7,50;72,91;7,42;4,25;0,00;1,08;2,29;6,90;43,45;0,23;7,50
2016;Recept/1000 invånare;Riket;Män;65­69;331,47;23,80;11,07;74,02;8,11;5,61;0,00;1,61;3,70;7,03;54,14;0,31;10,28
2016;Recept/1000 invånare;Riket;Män;70­74;419,93;34,12;18,67;80,96;10,00;7,21;0,00;2,03;6,59;6,71;74,16;0,32;16,46
2016;Recept/1000 invånare;Riket;Män;75­79;476,94;40,53;25,12;80,52;9,93;9,16;0,00;2,00;8,22;6,62;88,19;0,36;23,41
2016;Recept/1000 invånare;Riket;Män;80­84;543,54;45,19;37,35;78,87;11,01;12,24;0,00;2,62;11,98;5,67;103,72;0,48;32,65
2016;Recept/1000 invånare;Riket;Män;85+;660,96;48,59;55,28;84,52;12,76;16,90;0,03;3,71;25,45;5,97;122,14;0,31;46,85
2016;Recept/1000 invånare;Riket;Män;0­85+;248,76;16,60;6,12;83,71;5,93;5,46;0,00;1,09;2,50;7,26;26,05;0,12;5,67
2016;Recept/1000 invånare;Stockholms län;Män;0­4;456,04;77,71;0,03;271,17;18,64;18,07;0,00;5,16;6,64;13,66;0,90;0,00;3,11
2016;Recept/1000 invånare;Stockholms län;Män;5­9;306,95;26,91;0,41;199,47;10,93;13,44;0,00;1,31;0,93;10,12;0,92;0,00;1,08
2016;Recept/1000 invånare;Stockholms län;Män;10­14;168,34;7,75;0,57;98,13;4,51;5,37;0,03;0,66;0,60;6,81;1,75;0,02;0,98
2016;Recept/1000 invånare;Stockholms län;Män;15­19;211,63;7,28;0,83;78,22;4,81;3,33;0,00;1,09;0,24;9,90;5,15;0,00;1,29
2016;Recept/1000 invånare;Stockholms län;Män;20­24;164,08;5,09;1,16;62,27;2,75;2,47;0,00;0,23;0,28;9,60;8,07;0,06;0,88
2016;Recept/1000 invånare;Stockholms län;Män;25­29;155,24;5,44;1,36;59,61;2,90;1,63;0,00;0,18;0,29;7,89;9,78;0,07;0,85
2016;Recept/1000 invånare;Stockholms län;Män;30­34;168,07;6,87;1,54;70,54;3,26;2,00;0,00;0,29;0,31;7,24;12,04;0,01;1,07
2016;Recept/1000 invånare;Stockholms län;Män;35­39;196,85;9,30;1,86;83,20;4,37;2,50;0,00;0,46;0,40;8,28;13,81;0,04;1,30
2016;Recept/1000 invånare;Stockholms län;Män;40­44;202,46;10,14;2,09;81,83;5,30;2,21;0,00;0,21;0,72;7,49;15,82;0,09;1,86
2016;Recept/1000 invånare;Stockholms län;Män;45­49;214,18;11,88;2,59;76,67;6,13;2,18;0,00;0,48;1,08;7,47;19,40;0,11;2,04
2016;Recept/1000 invånare;Stockholms län;Män;50­54;243,85;15,89;3,73;76,99;6,92;2,46;0,00;0,72;1,58;7,88;25,32;0,23;2,73
2016;Recept/1000 invånare;Stockholms län;Män;55­59;277,31;20,16;4,36;82,07;7,50;2,47;0,02;0,65;1,40;8,29;33,09;0,32;3,83
2016;Recept/1000 invånare;Stockholms län;Män;60­64;338,77;26,32;7,25;89,54;9,49;3,27;0,00;1,02;2,18;9,60;48,54;0,52;6,84
2016;Recept/1000 invånare;Stockholms län;Män;65­69;380,49;31,03;10,92;89,75;10,93;3,94;0,00;2,05;4,11;8,48;56,91;0,53;8,58
2016;Recept/1000 invånare;Stockholms län;Män;70­74;462,58;44,61;16,07;99,86;12,52;4,51;0,00;2,33;6,39;8,57;73,00;0,57;15,05
2016;Recept/1000 invånare;Stockholms län;Män;75­79;529,20;49,82;21,84;99,97;11,56;6,21;0,00;1,85;9,23;9,67;90,45;0,87;21,55
2016;Recept/1000 invånare;Stockholms län;Män;80­84;595,57;50,69;33,46;91,43;12,52;6,68;0,00;2,74;10,50;8,77;108,01;0,60;29,82
2016;Recept/1000 invånare;Stockholms län;Män;85+;693,97;57,05;47,93;83,88;15,59;12,46;0,20;5,38;32,75;7,63;125,54;0,34;41,80
2016;Recept/1000 invånare;Stockholms län;Män;0­85+;270,26;21,07;4,60;101,07;7,40;4,82;0,01;1,16;2,36;8,72;23,48;0,17;4,30
2016;Recept/1000 invånare;Uppsala län;Män;0­4;400,84;57,14;0,00;240,80;17,55;16,90;0,00;4,67;2,80;19,23;0,75;0,00;2,61
2016;Recept/1000 invånare;Uppsala län;Män;5­9;265,33;19,26;0,73;158,69;8,99;10,81;0,00;2,54;0,36;11,81;1,54;0,00;0,73
2016;Recept/1000 invånare;Uppsala län;Män;10­14;149,04;5,95;0,69;78,09;5,06;8,14;0,00;0,99;0,30;5,85;1,09;0,00;0,30
2016;Recept/1000 invånare;Uppsala län;Män;15­19;185,23;3,51;1,34;63,53;4,13;5,05;0,00;0,21;0,21;5,88;4,23;0,00;0,52
2016;Recept/1000 invånare;Uppsala län;Män;20­24;151,57;4,28;1,97;51,74;1,68;3,72;0,00;0,00;0,42;9,48;8,42;0,07;1,26
2016;Recept/1000 invånare;Uppsala län;Män;25­29;149,32;5,16;1,33;50,52;2,02;2,09;0,00;0,28;0,21;8,30;9,35;0,00;1,67
2016;Recept/1000 invånare;Uppsala län;Män;30­34;159,57;6,45;2,00;62,89;3,22;2,87;0,00;0,26;0,09;6,62;11,67;0,00;2,00
2016;Recept/1000 invånare;Uppsala län;Män;35­39;176,73;8,34;2,13;66,78;3,98;3,15;0,00;0,28;0,09;7,78;14,73;0,00;3,71
2016;Recept/1000 invånare;Uppsala län;Män;40­44;188,34;9,26;3,43;62,86;5,83;3,09;0,00;0,69;0,34;5,75;15,78;0,09;1,89
2016;Recept/1000 invånare;Uppsala län;Män;45­49;191,75;8,00;2,81;64,01;5,19;3,34;0,00;0,44;0,62;4,75;19,34;0,00;2,02
2016;Recept/1000 invånare;Uppsala län;Män;50­54;222,68;10,48;3,22;60,46;6,54;2,33;0,00;0,63;3,76;7,08;30,19;0,45;2,96
2016;Recept/1000 invånare;Uppsala län;Män;55­59;250,82;14,84;6,07;69,80;6,97;2,99;0,00;0,50;1,29;4,68;35,55;0,40;4,28
2016;Recept/1000 invånare;Uppsala län;Män;60­64;321,11;20,27;9,30;83,99;11,07;2,82;0,00;0,31;1,57;5,95;42,52;0,10;5,54
2016;Recept/1000 invånare;Uppsala län;Män;65­69;357,52;31,13;10,60;79,21;5,49;4,34;0,00;1,64;3,08;6,55;53,10;0,19;8,48
2016;Recept/1000 invånare;Uppsala län;Män;70­74;456,89;35,76;15,75;86,80;9,54;8,05;0,00;1,95;4,25;4,60;80,13;0,34;18,74
2016;Recept/1000 invånare;Uppsala län;Män;75­79;545,59;45,97;26,56;86,10;15,45;7,16;0,00;4,14;7,91;8,29;86,10;0,38;27,13
2016;Recept/1000 invånare;Uppsala län;Män;80­84;579,33;52,58;37,30;72,15;11,01;16,51;0,00;1,83;9,17;3,06;106,70;0,31;34,85
2016;Recept/1000 invånare;Uppsala län;Män;85+;752,35;56,16;42,90;76,39;13,60;18,14;0,00;5,23;35,93;5,93;140,22;0,70;49,18
2016;Recept/1000 invånare;Uppsala län;Män;0­85+;258,31;17,47;5,73;83,56;6,70;5,64;0,00;1,16;2,12;7,64;25,95;0,12;5,51
2016;Recept/1000 invånare;Södermanlands län;Män;0­4;370,52;43,79;0,00;225,14;25,63;18,28;0,00;2,97;4,63;11,04;0,36;0,00;2,49
2016;Recept/1000 invånare;Södermanlands län;Män;5­9;207,90;13,24;0,69;137,57;6,51;7,42;0,00;0,34;0,91;9,59;0,57;0,00;1,03
2016;Recept/1000 invånare;Södermanlands län;Män;10­14;134,25;4,93;1,17;69,77;3,41;4,23;0,00;0,70;0,23;4,46;2,11;0,00;0,94
2016;Recept/1000 invånare;Södermanlands län;Män;15­19;169,40;4,07;0,12;53,38;3,58;2,71;0,00;0,74;0,12;4,68;5,42;0,12;0,99
2016;Recept/1000 invånare;Södermanlands län;Män;20­24;144,47;3,12;1,78;52,61;2,12;1,67;0,00;0,00;0,11;5,46;8,25;0,00;0,56
2016;Recept/1000 invånare;Södermanlands län;Män;25­29;143,17;3,43;2,29;46,81;2,17;2,40;0,00;0,34;0,57;4,58;10,19;0,00;0,80
2016;Recept/1000 invånare;Södermanlands län;Män;30­34;153,66;5,69;1,68;62,03;3,88;1,55;0,00;0,00;0,39;5,56;11,50;0,00;0,39
2016;Recept/1000 invånare;Södermanlands län;Män;35­39;171,35;5,64;3,14;64,60;5,14;1,25;0,00;0,00;0,13;5,52;16,06;0,00;2,13
2016;Recept/1000 invånare;Södermanlands län;Män;40­44;178,25;6,65;2,25;57,92;8,00;2,37;0,00;0,56;0,11;4,85;15,77;0,11;2,25
2016;Recept/1000 invånare;Södermanlands län;Män;45­49;175,81;9,87;2,08;60,27;3,95;1,77;0,00;0,00;3,64;3,95;15,90;0,00;0,83
2016;Recept/1000 invånare;Södermanlands län;Män;50­54;202,37;13,11;2,94;58,96;6,40;2,41;0,00;1,26;0,73;4,41;24,76;0,21;3,36
2016;Recept/1000 invånare;Södermanlands län;Män;55­59;219,11;11,44;5,08;58,82;4,28;1,62;0,00;0,00;1,62;6,36;28,20;0,00;5,55
2016;Recept/1000 invånare;Södermanlands län;Män;60­64;256,61;13,93;6,61;66,37;6,50;2,83;0,00;0,94;6,02;2,72;32,59;0,00;5,90
2016;Recept/1000 invånare;Södermanlands län;Män;65­69;310,85;22,10;10,37;76,56;10,79;4,61;0,00;0,52;2,62;5,66;48,07;0,00;8,90
2016;Recept/1000 invånare;Södermanlands län;Män;70­74;380,72;27,01;20,49;70,13;7,58;4,26;0,00;2,13;6,63;3,91;72,26;0,12;13,27
2016;Recept/1000 invånare;Södermanlands län;Män;75­79;461,06;43,80;23,09;73,12;17,23;5,13;0,00;1,28;7,70;2,57;87,78;0,00;20,34
2016;Recept/1000 invånare;Södermanlands län;Män;80­84;504,73;38,43;39,95;72,28;12,50;7,93;0,00;2,44;12,81;4,27;96,98;0,30;26,23
2016;Recept/1000 invånare;Södermanlands län;Män;85+;569,80;54,00;43,72;70,17;11,39;12,12;0,00;2,57;20,21;5,14;106,91;0,00;32,70
2016;Recept/1000 invånare;Södermanlands län;Män;0­85+;237,88;15,19;6,40;76,73;7,30;4,24;0,00;0,80;2,74;5,35;25,78;0,04;5,07
2016;Recept/1000 invånare;Östergötlands län;Män;0­4;389,13;36,63;0,00;247,13;24,05;19,14;0,00;3,13;8,12;13,25;0,52;0,00;2,01
2016;Recept/1000 invånare;Östergötlands län;Män;5­9;240,55;13,22;0,45;154,07;8,07;10,83;0,00;1,12;2,61;10,98;1,19;0,00;0,52
2016;Recept/1000 invånare;Östergötlands län;Män;10­14;133,84;5,17;0,40;75,64;3,63;6,46;0,00;0,16;0,73;5,89;1,13;0,00;0,97
2016;Recept/1000 invånare;Östergötlands län;Män;15­19;167,82;3,58;0,79;59,54;3,97;3,10;0,00;0,56;0,56;9,14;4,21;0,00;1,27
2016;Recept/1000 invånare;Östergötlands län;Män;20­24;136,98;2,32;1,41;50,05;2,99;3,11;0,00;0,34;0,00;7,34;6,10;0,00;1,98
2016;Recept/1000 invånare;Östergötlands län;Män;25­29;125,72;3,32;1,23;48,70;3,26;3,20;0,00;0,49;0,62;5,91;9,48;0,00;1,91
2016;Recept/1000 invånare;Östergötlands län;Män;30­34;142,77;2,56;0,88;60,17;3,00;2,63;0,00;0,80;0,66;6,21;11,19;0,00;2,19
2016;Recept/1000 invånare;Östergötlands län;Män;35­39;157,30;3,87;1,12;64,89;7,22;3,79;0,00;0,60;0,22;6,18;10,86;0,00;2,46
2016;Recept/1000 invånare;Östergötlands län;Män;40­44;165,55;5,46;2,76;58,94;6,43;3,45;0,00;0,62;0,14;5,73;17,34;0,00;2,76
2016;Recept/1000 invånare;Östergötlands län;Män;45­49;176,26;5,66;2,40;52,25;9,53;5,00;0,00;1,00;0,60;7,73;20,66;0,00;3,27
2016;Recept/1000 invånare;Östergötlands län;Män;50­54;196,78;6,75;3,10;55,96;10,39;3,37;0,00;2,13;0,89;6,68;23,40;0,00;4,13
2016;Recept/1000 invånare;Östergötlands län;Män;55­59;228,31;10,29;4,69;57,93;10,21;7,34;0,00;3,03;2,27;9,38;26,70;0,00;4,69
2016;Recept/1000 invånare;Östergötlands län;Män;60­64;283,98;15,27;6,04;72,29;15,35;7,71;0,00;5,01;1,51;8,03;36,90;0,08;8,11
2016;Recept/1000 invånare;Östergötlands län;Män;65­69;316,93;19,74;10,62;67,81;18,47;13,38;0,00;4,34;3,29;8,82;46,06;0,22;13,76
2016;Recept/1000 invånare;Östergötlands län;Män;70­74;422,82;28,16;22,77;73,18;27,20;21,12;0,00;4,78;6,00;6,87;63,36;0,35;22,16
2016;Recept/1000 invånare;Östergötlands län;Män;75­79;452,41;37,19;26,79;67,72;21,19;19,33;0,00;5,87;5,73;7,06;77,58;0,27;32,12
2016;Recept/1000 invånare;Östergötlands län;Män;80­84;562,74;47,19;41,42;72,94;25,35;26,38;0,00;11,33;7,42;3,30;98,91;0,41;41,42
2016;Recept/1000 invånare;Östergötlands län;Män;85+;745,25;45,70;63,35;94,12;30,77;35,29;0,00;11,31;15,38;5,43;134,62;1,36;81,45
2016;Recept/1000 invånare;Östergötlands län;Män;0­85+;239,68;12,70;6,41;78,43;10,98;8,62;0,00;2,31;2,30;7,66;23,94;0,08;7,78
2016;Recept/1000 invånare;Jönköpings län;Män;0­4;342,78;31,22;0,00;227,81;10,01;18,71;0,00;3,89;5,10;8,34;1,67;0,00;4,35
2016;Recept/1000 invånare;Jönköpings län;Män;5­9;239,21;11,75;0,56;161,46;5,41;10,44;0,00;1,49;1,40;6,25;0,93;0,00;0,93
2016;Recept/1000 invånare;Jönköpings län;Män;10­14;134,68;3,73;0,67;75,32;3,25;5,07;0,00;1,24;0,19;6,50;0,57;0,00;1,34
2016;Recept/1000 invånare;Jönköpings län;Män;15­19;167,66;4,18;0,58;60,13;2,53;3,99;0,00;0,00;0,19;12,94;5,06;0,00;0,58
2016;Recept/1000 invånare;Jönköpings län;Män;20­24;149,20;4,31;1,06;49,22;3,09;5,04;0,00;0,24;0,57;5,78;9,03;0,00;1,22
2016;Recept/1000 invånare;Jönköpings län;Män;25­29;132,84;3,45;1,29;54,08;2,67;4,05;0,00;0,00;0,35;4,83;11,56;0,00;1,29
2016;Recept/1000 invånare;Jönköpings län;Män;30­34;159,74;6,09;3,00;65,33;3,09;4,06;0,00;0,10;0,68;4,45;14,01;0,00;2,22
2016;Recept/1000 invånare;Jönköpings län;Män;35­39;153,68;6,00;2,75;62,18;2,85;3,74;0,00;0,20;1,08;4,92;16,92;0,00;2,36
2016;Recept/1000 invånare;Jönköpings län;Män;40­44;157,57;7,27;2,24;59,89;3,41;3,41;0,00;0,18;0,99;5,03;19,30;0,00;1,89
2016;Recept/1000 invånare;Jönköpings län;Män;45­49;178,02;9,34;3,31;60,41;5,54;4,96;0,00;0,25;3,31;5,45;19,83;0,08;1,24
2016;Recept/1000 invånare;Jönköpings län;Män;50­54;190,19;10,49;4,51;53,92;5,37;6,93;0,00;0,17;1,82;5,98;25,31;0,17;3,21
2016;Recept/1000 invånare;Jönköpings län;Män;55­59;243,92;15,64;5,91;65,32;6,48;8,58;0,00;0,19;2,77;4,29;35,85;0,10;4,86
2016;Recept/1000 invånare;Jönköpings län;Män;60­64;274,77;19,95;10,17;74,77;7,41;8,20;0,00;0,79;4,35;3,26;44,84;0,10;7,51
2016;Recept/1000 invånare;Jönköpings län;Män;65­69;327,31;23,34;14,92;78,24;10,90;10,14;0,00;1,15;4,02;6,22;56,43;0,10;9,18
2016;Recept/1000 invånare;Jönköpings län;Män;70­74;391,84;37,54;20,89;81,45;10,95;11,51;0,00;1,01;9,83;6,37;73,74;0,00;12,29
2016;Recept/1000 invånare;Jönköpings län;Män;75­79;457,95;49,20;28,60;79,84;9,87;20,43;0,00;0,85;6,98;3,23;78,31;0,51;21,28
2016;Recept/1000 invånare;Jönköpings län;Män;80­84;539,90;50,04;40,78;87,32;18,26;24,02;0,00;1,00;14,76;5,75;96,82;2,25;22,02
2016;Recept/1000 invånare;Jönköpings län;Män;85+;698,97;54,02;64,60;103,42;15,74;34,47;0,00;4,34;33,93;5,70;118,35;0,54;39,36
2016;Recept/1000 invånare;Jönköpings län;Män;0­85+;238,75;15,49;7,43;81,97;6,10;8,57;0,00;0,80;3,45;5,91;27,19;0,11;5,25
2016;Recept/1000 invånare;Kronobergs län;Män;0­4;354,49;49,17;0,00;218,13;13,95;18,83;0,00;3,84;2,96;10,64;0,17;0,00;3,49
2016;Recept/1000 invånare;Kronobergs län;Män;5­9;224,81;20,45;0,33;136,35;5,32;17,63;0,00;0,50;0,17;5,82;1,66;0,00;0,83
2016;Recept/1000 invånare;Kronobergs län;Män;10­14;148,00;7,74;1,26;81,56;3,24;9,54;0,00;0,36;0,36;6,12;1,80;0,00;0,90
2016;Recept/1000 invånare;Kronobergs län;Män;15­19;199,89;4,98;2,40;69,03;3,51;4,98;0,00;0,18;0,00;10,15;5,72;0,00;1,48
2016;Recept/1000 invånare;Kronobergs län;Män;20­24;139,87;3,25;1,84;53,17;0,85;2,69;0,00;0,28;0,00;5,94;7,50;0,00;0,85
2016;Recept/1000 invånare;Kronobergs län;Män;25­29;142,84;5,62;1,52;52,58;3,19;2,74;0,00;0,15;0,46;4,10;13,07;0,00;1,22
2016;Recept/1000 invånare;Kronobergs län;Män;30­34;154,93;4,49;2,07;58,32;2,07;2,42;0,00;0,00;0,17;5,35;18,63;0,00;0,86
2016;Recept/1000 invånare;Kronobergs län;Män;35­39;182,42;7,30;2,38;73,14;2,55;3,90;0,00;0,51;0,68;3,39;20,87;0,00;1,87
2016;Recept/1000 invånare;Kronobergs län;Män;40­44;177,13;6,52;1,96;66,71;3,26;2,77;0,00;0,33;0,49;3,26;21,53;0,00;1,14
2016;Recept/1000 invånare;Kronobergs län;Män;45­49;174,49;7,48;3,12;56,60;2,96;4,05;0,00;0,31;0,16;2,96;22,92;0,00;1,87
2016;Recept/1000 invånare;Kronobergs län;Män;50­54;206,86;11,70;2,64;60,00;1,98;2,47;0,00;1,48;0,99;3,30;30,49;0,00;2,31
2016;Recept/1000 invånare;Kronobergs län;Män;55­59;234,04;16,50;3,77;59,72;1,97;3,59;0,00;0,54;0,54;8,97;33,72;0,00;3,59
2016;Recept/1000 invånare;Kronobergs län;Män;60­64;284,12;17,65;7,69;72,51;2,45;2,45;0,00;0,52;2,10;7,16;54,52;0,00;9,44
2016;Recept/1000 invånare;Kronobergs län;Män;65­69;354,71;19,11;11,13;74,26;3,16;3,82;0,00;3,66;3,99;11,63;72,44;0,00;14,62
2016;Recept/1000 invånare;Kronobergs län;Män;70­74;402,97;26,80;22,89;75,12;2,93;5,67;0,00;1,37;2,15;3,52;94,29;0,00;14,87
2016;Recept/1000 invånare;Kronobergs län;Män;75­79;445,65;27,83;19,34;74,13;2,93;7,32;0,00;2,93;4,39;3,52;111,63;0,00;21,39
2016;Recept/1000 invånare;Kronobergs län;Män;80­84;493,38;29,47;32,04;58,95;2,99;8,97;0,00;3,42;2,56;8,54;123,02;0,43;20,93
2016;Recept/1000 invånare;Kronobergs län;Män;85+;532,96;32,26;47,22;76,20;7,48;12,62;0,00;4,68;6,08;3,27;114,54;0,00;25,25
2016;Recept/1000 invånare;Kronobergs län;Män;0­85+;243,25;14,86;6,29;78,95;3,57;6,03;0,00;1,13;1,26;6,00;33,18;0,01;5,31
2016;Recept/1000 invånare;Kalmar län;Män;0­4;318,55;46,69;0,16;194,88;7,34;14,83;0,00;4,68;6,25;10,62;0,16;0,00;3,59
2016;Recept/1000 invånare;Kalmar län;Män;5­9;239,12;16,52;1,23;150,20;3,09;11,58;0,00;3,70;1,39;6,79;1,70;0,00;1,39
2016;Recept/1000 invånare;Kalmar län;Män;10­14;117,32;4,41;1,26;65,20;0,94;3,15;0,00;0,16;0,47;4,09;1,10;0,00;0,94
2016;Recept/1000 invånare;Kalmar län;Män;15­19;170,27;3,40;2,01;58,71;1,24;3,24;0,31;0,00;0,00;3,40;4,64;0,00;1,08
2016;Recept/1000 invånare;Kalmar län;Män;20­24;142,32;3,27;1,64;47,73;3,78;1,13;0,00;0,00;0,00;7,93;8,31;0,00;1,51
2016;Recept/1000 invånare;Kalmar län;Män;25­29;135,55;3,85;2,26;51,51;3,85;0,93;0,00;0,13;0,00;5,31;8,76;0,00;0,53
2016;Recept/1000 invånare;Kalmar län;Män;30­34;155,23;7,71;2,52;73,52;2,83;1,42;0,00;0,16;0,16;3,31;8,82;0,00;1,42
2016;Recept/1000 invånare;Kalmar län;Män;35­39;160,29;7,05;2,04;66,91;2,51;0,94;0,00;0,16;0,31;3,92;12,38;0,00;1,25
2016;Recept/1000 invånare;Kalmar län;Män;40­44;168,66;7,66;3,62;59,05;3,90;1,11;0,00;0,14;0,56;3,90;15,32;0,00;1,81
2016;Recept/1000 invånare;Kalmar län;Män;45­49;171,30;6,29;2,39;59,36;4,15;2,64;0,00;0,25;1,01;2,64;16,60;0,00;1,26
2016;Recept/1000 invånare;Kalmar län;Män;50­54;198,66;7,72;6,35;59,37;3,73;2,49;0,00;0,62;1,49;2,61;25,64;0,12;2,86
2016;Recept/1000 invånare;Kalmar län;Män;55­59;216,06;12,80;8,14;64,55;1,73;2,67;0,00;0,40;0,93;4,27;25,34;0,53;4,13
2016;Recept/1000 invånare;Kalmar län;Män;60­64;298,06;15,79;10,36;75,15;6,82;5,05;0,00;0,88;2,27;4,42;43,07;0,38;11,37
2016;Recept/1000 invånare;Kalmar län;Män;65­69;287,94;18,17;13,86;68,72;8,50;5,13;0,00;1,63;2,68;3,96;43,91;0,00;9,44
2016;Recept/1000 invånare;Kalmar län;Män;70­74;403,20;31,31;26,65;86,61;12,26;7,86;0,00;1,60;7,33;4,40;63,69;0,27;16,92
2016;Recept/1000 invånare;Kalmar län;Män;75­79;452,54;40,65;33,84;81,90;10,01;9,81;0,00;3,20;11,21;3,20;80,10;0,20;22,83
2016;Recept/1000 invånare;Kalmar län;Män;80­84;559,12;52,62;52,31;95,86;11,49;19,96;0,00;3,33;6,35;3,02;88,00;0,00;32,66
2016;Recept/1000 invånare;Kalmar län;Män;85+;745,50;51,41;112,38;113,48;12,85;21,30;0,00;2,94;42,97;3,31;106,87;0,00;52,88
2016;Recept/1000 invånare;Kalmar län;Män;0­85+;245,66;15,89;10,83;78,62;5,18;5,24;0,02;1,15;3,14;4,58;26,19;0,09;6,85
2016;Recept/1000 invånare;Gotlands län;Män;0­4;311,37;42,30;0,00;205,27;15,26;10,40;0,00;0,69;5,55;6,93;0,00;0,00;1,39
2016;Recept/1000 invånare;Gotlands län;Män;5­9;252,90;25,10;0,00;170,53;5,15;5,79;0,00;0,00;0,00;7,08;0,00;0,00;0,00
2016;Recept/1000 invånare;Gotlands län;Män;10­14;145,88;7,50;0,68;72,26;4,77;3,41;0,00;0,00;0,00;6,82;4,77;0,00;0,00
2016;Recept/1000 invånare;Gotlands län;Män;15­19;163,80;5,94;1,32;60,11;1,98;2,64;0,00;0,66;0,00;1,98;7,27;0,00;1,32
2016;Recept/1000 invånare;Gotlands län;Män;20­24;134,88;3,52;2,52;45,29;4,03;2,01;0,00;2,52;0,00;3,52;10,07;0,00;0,50
2016;Recept/1000 invånare;Gotlands län;Män;25­29;135,77;2,99;0,60;56,22;1,79;0,60;0,00;0,00;0,00;4,19;15,55;0,00;0,60
2016;Recept/1000 invånare;Gotlands län;Män;30­34;174,63;11,19;0,75;67,91;5,22;0,75;0,00;0,75;0,75;3,73;15,67;0,00;0,00
2016;Recept/1000 invånare;Gotlands län;Män;35­39;180,57;8,27;1,38;65,47;8,27;0,69;0,00;0,00;0,00;4,82;13,78;0,00;0,69
2016;Recept/1000 invånare;Gotlands län;Män;40­44;171,56;3,95;2,82;51,92;1,69;0,56;0,00;0,00;2,26;3,39;19,75;0,00;1,69
2016;Recept/1000 invånare;Gotlands län;Män;45­49;154,05;8,65;1,62;55,68;2,70;1,08;0,00;0,00;0,54;7,57;17,84;0,54;2,16
2016;Recept/1000 invånare;Gotlands län;Män;50­54;208,05;7,84;2,61;59,59;6,27;2,61;0,00;0,52;1,05;2,61;20,91;0,00;0,52
2016;Recept/1000 invånare;Gotlands län;Män;55­59;217,70;15,08;4,02;59,83;2,01;2,51;0,00;0,00;0,50;10,56;23,63;0,00;2,01
2016;Recept/1000 invånare;Gotlands län;Män;60­64;254,96;19,84;8,93;65,48;6,94;0,99;0,00;0,00;7,44;2,48;35,71;0,00;2,48
2016;Recept/1000 invånare;Gotlands län;Män;65­69;346,31;26,89;7,88;68,15;7,42;0,93;0,00;1,85;2,78;4,17;63,51;0,00;3,25
2016;Recept/1000 invånare;Gotlands län;Män;70­74;401,70;37,19;21,25;68,54;12,75;2,66;0,00;0,53;11,16;7,44;62,17;0,00;10,10
